name,rarity,description,type
Frontier Wiseman,Common,As long as this card remains face-up on your side of the field it negates the effects of Magic Cards that designate Warrior-Type Monsters on your side of the field as targets and destroys the Magic Card.,Monster
Exiled Force,Super Rare, Tribute this face-up card. Destroy 1 Monster on the field.,Monster
The Hunter with 7 Weapons,Common,When this card is Normal Summoned declare 1 Type of Monster. When battling that Type of Monster increase the ATK of this card by 1000 points during Damage Calculations.,Monster
Shadow Tamer,Rare,"Archfiend Card
FLIP: Take control of 1 face-up Fiend-Type Monster on your opponents side of the field until the end of the turn.",Monster
Dragon Manipulator,Common,FLIP: Take control of 1 face-up Dragon-Type Monster on your opponents side of the field until the end of the turn.,Monster
The A. Forces,Rare,For every face-up Warrior-Type and Spellcaster-Type Monster on your side of the field increase the ATK of all Warrior-Type Monsters on your side of the field by 200 points.,Spell
Reinforcement of the Army,Super Rare,Move 1 Level 4 or lower Warrior-Type Monster from your Deck to your hand. Your Deck is then shuffled.,Spell
Array of Revealing Light,Rare,Declare 1 Type of Monster. Any Monster of the selected Type cannot attack during the turn it is Summoned (including Flip Summon and Special Summon).,Spell
The Warrior Returning Alive,Rare,Select 1 Warrior-Type Monster in your Graveyard and return it to your hand.,Spell
Ready for Intercepting,Common,Flip 1 face-up Warrior or Spellcaster-Type Monster on the field into face-down Defense Position.,Trap
A Feint Plan,Common,A player cannot attack face-down Monsters during this turn.,Trap
Emergency Provisions,Common,Send Magic or Trap Cards on your side of the field to the Graveyard to increase your Life Points by 1000 points per card. This card is excluded.,Spell
Tyrant Dragon,Ultra Rare,When there is a Monster on your opponents side of the field after the first attack of your Battle Phase this Monster can attack once again during the same Battle Phase. In addition negate the effects of a Trap Card that specifically designated this card as a target and destroy it. If this Monster is Special Summoned from the Graveyard you must offer 1 Dragon-Type Monster on your side of the field as a Tribute.,Monster
Spear Dragon,Super Rare,If this card attacks with an ATK that is higher than the DEF of your opponents Defense Position Monster inflict the difference as Battle Damage to your opponents Life Points. When this card attacks it is changed to Defense Position at the end of the Damage Step.,Monster
Spirit Ryu,Common, You can only activate this effect during your Battle Step if this card battles during your turn. Discard 1 Dragon-Type Monster from your hand to the Graveyard to increase the ATK and DEF of this card by 1000 points until the End Step.,Monster
The Dragon Dwelling in the Cave,Common,A huge dragon dwelling in a cave. It is horrible when it gets angry although it is equally quiet. It is said to preserve certain treasures.,Monster
Lizard Soldier,Common,A beast soldier derived from dragons it is small for a Dragon-Type. Moving very quickly this Monster is an excellent strategist.,Monster
Fiend Skull Dragon,Super Rare,"Archfiend Card
Cave Dragon + Lesser Fiend 
This Monster can only be Fusion Summoned by the above Fusion Material Monsters. As long as this card remains face-up on the field negate all Flip Effect Monster effects. In addition negate the effects of a Trap Card that specifically designates this card as a target and destroy it.",Monster
Cave Dragon,Common,If there is a Monster on your side of the field you cannot Normal Summon this Monster. In addition if there are no Dragon-Type Monsters except this card on your side of the field this Monster cannot attack.,Monster
Gray Wing,Common,Discard 1 card from your hand during Main Phase 1. This Monster can attack twice during the Battle Phase of any turn this effect is used.,Monster
Troop Dragon,Common, When this card is destroyed and sent to the Graveyard as a result of battle Special Summon Troop Dragon from your Deck to the field. Then shuffle your Deck.,Monster
The Dragons Bead,Rare,Discard 1 card from your hand to negate the effects of a Trap Card that specifically designates 1 face-up Dragon-Type Monster as a target and destroy it.,Trap
A Wingbeat of Giant Dragon,Common,Return 1 face-up Level 5 or higher Dragon-Type Monster on your side of the field to the owners hand and destroy all Magic and Trap Cards on the field.,Spell
Dragons Gunfire,Common,"You can activate this card only when you have a face-up Dragon-Type Monster on your side of the field. Select and activate 1 of the following effects: 
-Inflict 800 points of Direct Damage to your opponents Life Points
-Destroy 1 face-up Monster with DEF of 800 or less.",Spell
Stamping Destruction,Common,You can activate this card only when you have a face-up Dragon-Type Monster on your side of the field. Destroy one Magic or Trap Card on the field to inflict 500 points of Direct Damage to the cards controller.,Spell
Super Rejuvenation,Common,During the End Phase of the turn this card is activated draw 1 card for each Dragon-Type Monster discarded from your hand and/or offered as a Tribute during this turn.,Spell
Dragons Rage,Common,As long as this card remains face-up on the field when Dragon-Type Monsters on your side of the field attack with an ATK that is higher than the DEF of your opponents Defense Position Monster inflict the difference as Battle Damage to your opponents Life Points.,Trap
Burst Breath,Common,Offer 1 Dragon-Type Monster on your side of the field as a Tribute to destroy all face-up Monsters on the field whose DEF is equal to or lower than the ATK of the Tribute Monster.,Trap
Luster Dragon #2,Super Rare,This dragon feeds on emerald. Enchanted by this Monster even when attacked few people live to tell of its beauty.,Monster
Robotic Knight,Common,The Commander of the Machine-Types he serves the Machine King. He is famous for the way  he controls his troops.,Monster
Wolf Axwielder,Common,Once it has started battle this Monster attacks fiercely and cannot stop.,Monster
The Illusory Gentleman,Common,Wearing odd fashions this gentleman is very fickle. He sometimes saves people and at other times commits crimes.,Monster
Robolady,Common,A warrior fully covered with metal. It upgrades by fusing with Roboyarou.,Monster
Roboyarou,Common,A warrior fully covered with metal. It upgrades by fusing with Robolady.,Monster
Fiber Jar,Ultra Rare,FLIP: Both players unite all their respective cards on the field in their hands and in their Graveyards with their respective Decks and shuffle them. Then both players draw 5 cards from their shuffled Decks.,Monster
Serpentine Princess,Common,If this face-up card is returned directly from the field to your Deck Special Summon 1 Level 3 or lower Monster from your Deck.,Monster
Patrician of Darkness,Common,As long as this Monster remains face-up on the field the controller of this card selects the targets of his/her opponents attacks.,Monster
Thunder Nyan Nyan,Rare,If there is a non-LIGHT Monster on your side of the field this face-up card is immediately destroyed.,Monster
Gradius Option,Common, This card cannot be Normal Summoned or Set. This Monster can only be Special Summoned by selecting 1 face-up Gradius on your side of the field. The ATK and DEF of this Monster is becomes the same as the ATK and DEF of the selected Gradius. If the selected Gradius is removed from the field destroy this card.,Monster
Woodland Sprite,Common, Send an Equip Card equipped to this Monster to the Graveyard to inflict 500 points of damage per Equip Card to your opponents Life Points.,Monster
Airknight Parshath,Ultra Rare,When this card attacks with an ATK higher than the DEF of your opponents Defense Position Monster inflict the difference as Battle Damage to your opponents Life Points. When this card inflicts Battle Damage to your opponents Life Points draw 1 card from your Deck.,Monster
