name,rarity,description,type
The Leaping Fish,Unique,"If Alcarons Scroll is attached to a hero. The Leaping Fish gains: ""Forced: At the beginning of the quest phase discard X cards from the top of the encounter decki where X is the number of players in the game. Add each enemy discarded by this effect to the staging area.",Location
Pelargir Docks,,While Pelargir Docks is the active location. enemies get +1 Attack and +1 Defense.,Location
Harbor Storehouse,,Forced: Each time a location is discarded from the top of the encounter deck. raise each players threat by 1.,Location
Collateral Damage,,When Revealed: Discard 2 cards from the top of the encounter deck. Discard an additional 2 cards for each copy of  Collateral Damage in the discard pile. Then. raise each players threat by 2 for each location discarded by this effect.,Treachery
Celador,Unique,"While Celador is in the staging area. he is committed to the current quest.
Forced: After players quest unsuccessfully or a character leaves play. deal 1 damage to Celador.
If Celador leaves play. remove him from the game. 
",Objective - Ally
Ithilien Guardian,,"While Ithilien Guardian is in the staging area. he is committed to the current quest.
When Revealed: Add Ithilien Guardian to the staging area and Ithilien Guardian gains surge.",Objective - Ally
Southron Company,,Southron Company gets +2 Threat and +2 Attack while the current quest card has the battle or siege keyword.,Enemy
Ithilien Road,,While Ithilien Road is the active location. the engagement cost of the each enemy in the staging area is 0.,Location
Blocking Wargs,,When Revealed: Deal 1 damage to each character committed to the quest. (If the current quest has the battle or siege keyword. shuffle this card back into the encounter deck.),Treachery
Orc Scramblers,,When Revealed: Deal 1 damage to each Battleground location in play. if able.,Enemy
Battering Ram,,When Revealed: If the active location is a Battleground. deal 3 damage to it.,Enemy
Siege Raft,,When Revealed: Deal 2 damage to the lowest Threat Battleground location in play. if able.,Enemy
The Citadel,,"If The Citadel has 11 or more dadmage. remove it from the game (do not collect its victory points).
Response: After The Citadel leaves play as an explored location. remove stage 4 from the quest deck. if able.",Location
The Approach,,"If The Approach has 7 or more damage. remove it from the game (do not collect its victory points).
Response: After The Approach leaves play as an explored location. remove stage 3 from the quest deck. if able.",Location
The Banks,,"If The Banks has 3 or more damage. remove it from the game (do not collect its victory points).
Response: After The Banks leaves play as an explored lcoation. remove stage 2 from the quest deck. if able.",Location
Orc Assault,,When Revealed: Each character gets -2 Attack and -2 Defense until the end of the round.,Treachery
Pickpocket,,Forced: When Pickpocket attacks. the defending player discards 1 resource from one of his heroes resource pools and 1 card at random from his hand.,Enemy
City Street,,While City Street is in the staging area. players cannot travel to a locatin that does not have the title City Street.,Location
Market Square,,"Immune to player card effects.
Travel: Each player must spend 1 resource from one of his heroes resource pools to travel here.",Location
Lost in the City,,When Revealed: Each player must search the encounter deck and discard pile for 1 City location and add it to the staging area. if able. Shuffle the encounter deck. This effect cannot be canceled.,Treachery
Local Trouble,,"When Revealed: Attach this car to the hero with the highest threat cost witout a copy of Local Trouble attached. (Counts as a Condition attachment with the text: ""When attached hero exhausts. readies. or triggers an ability. raise its controllers threat by 1."")",Treachery
Zealous Traitor,,Forced: When Zealous Traitor engages a player. that player must deal 1 damage to each ally he controls. (2 damage instead if Zealous Traitor was not optionally engaged.),Enemy
Lossarnach Bandit,,Forced: When Lossarnach Bandit engages a player. that player discards 1 resource from each of his heroes resources pools. (2 resources instead if Lossarnach Bandit was not optionally engaged.),Enemy
Umbar Assassin,,"Archery 2.
Forced: When Umbar Assassin engages a player. that player must deal 3 damage to a hero he controls. (Discard that hero instead if Umbar Assassin was not optionally engaged.)",Enemy
Lurking in Shadows ,,When Revealed: Return all Brigand enemies engaged with players to the staging area. If this effect returned no Brigand enemies to the staging area. Lurking in Shadows gains surge. ,Treachery
Overgrown Trail,,Action: Exhaust a Ranger character to place 3 progress tokens on Overgrown Trail. ,Location
Secluded Glade,,Immune to player card effects.,Location
Lost Companion,,When Revealed: Each player removes 1 character he controls from the quest. if able. Then. if any player has no characters committed to the quest. remove all characters from the quest.,Treachery
Morgul Spider,,When Revealed: Until the end of the round. Morgul Spider gets +1 [Attack] for each character not currently committed to a quest.,Enemy
Forest Bat,,When Revealed: The first player deals 2 damage to a questing hero and removes that hero from the quest. ,Enemy
Watcher in the Wood,,When Revealed: Raise each players threat by the number of questing characters. (If the current quest has the battle or siege keyword. Watcher in the Wood gains surge.),Treachery
Southron Mercenaries,,"Archery X.
X is the number of players in the game. 
Shadow: Attacking enemy gets +1 [Attack]. (+3 [Attack] instead if it has the Harad trait.)",Enemy
Haradrim Elite,,Forced: When Haradrim Elite enters play. it makes an immediate attack from the staging area against the first player.,Enemy
Mumak,,No attachments can be attached to Mumak. Mumak cannot take more than 3 damage each round.,Enemy
Southron Support,,When Revealed: Each player must search the encounter deck and discard pile for 1 Harad enemy and add it to the staging area. if able. Shuffle the encounter deck.,Treachery
Lieutenant of Moror,,"Allies cannot defend against Lieutenant of Mordor.
When Revealed: Resolve the ""when revealed"" effect on the topmost treachery card in the encounter discard pile. if able. This effect cannot be canceled.",Enemy
Orc Arbalesters,,X is the number of different resource icons ([Leadership]. [Tactics]. [Spirit]. or [Lore]) on heroes in play.,Enemy
Orc Vanguard,,While Orc Vanguard is in the staging area. resources cannot be spent from the resource pools of heroes who have a [Leadership]. [Spirit]. or [Lore] resource icon.,Enemy
Orc War Camp,,If an Orc enemy is in play. progress tokens cannot be placed on Orc War Camp while it is in the staging area.,Location
The Masters Malice,,When Revealed: Each player chooses 1 sphere of influence ([Leadership]. [Tactics]. [Spirit]. or [Lore]). Each character a player controls that does not belong to his chosen sphere takes 3 damage.,Treachery
The Power of Mordor,,When Revealed: Count the number of encounter cards in the staging area and shuffle them into the encounter deck. Then. reveal an equal number of cards from the encounter deck and add them to the staging area. This effect cannot be canceled. ,Treachery
Orc Rabble,,Forced: When Orc Rabble is dealt a shadow card. it gets +2 [Attack] until the end of the phase.,Enemy
Orc Arsonist,,Forced: When Orc Arsonist engages a player. deal 1 shadow card to each enemy engaged with that player.,Enemy
Scourge of Mordor,,When Revealed: Each player discards the top card of his deck. Until the end of the phase. raise the total [Threat] in the staging area by X. where X is the total cost of all cards discarded by this effect.,Treachery
The Leaping Fish,,"Side A: Setup: Search the encounter deck for The Leaping Fish and Alcarons Scroll. Make The Leaping Fish the active location and attach Alcarons Scroll to a hero.
Side B: Battle. (Characters use their [Attack] and [Will] when questing)
When Revealed: Each player must search the encounter deck for a copy of Harbor Thug and add it to the staging area. Shuffle the encounter deck.",Quest
