Card Name,Cost,Rarity,Description,Type,ImageID
Chaos Command Magician,0,Ultra Rare,Negate the effects of a Monster that specifically designates this 1 card as a target.,Monster,
Magical Marionette,0,Common,"Each time you or your opponent activates 1 Spell Card, put 1 Spell Counter on this card. Increase the ATK of this Monster by 200 points for each Spell Counter on this card. Also, you can remove 2 Spell Counters from this card to destroy 1 Monster on the field.",Monster,
Pixie Knight,0,Common,"When this card is sent to the Graveyard as a result of battle, your opponent selects 1 Spell Card from your Graveyard, and that card is put on top of your Deck.",Monster,
Breaker the Magical Warrior,0,Ultra Rare,"When this card is successfully Normal Summoned, put 1 Spell Counter on it (max. 1). Increase the ATK of this Monster by 300 points for each Spell Counter on this card. Also, you can remove 1 Spell Counter from this card to destroy 1 Spell or Trap Card on the field.",Monster,
Magical Plant Mandragola,0,Common,FLIP: Put 1 Spell Counter on each face-up card on the field that you can put a Spell Counter on.,Monster,
Magical Scientist,0,Common,"Pay 1000 Life Points to Special Summon 1 Level 6 or lower Fusion Monster from your Fusion Deck in face-up Attack or Defense Position. That Fusion Monster cannot attack your opponents Life Points directly, and is returned to your Fusion Deck at the end of the turn.",Monster,
Royal Magical Library,0,Common,"Each time you or your opponent activates 1 Spell Card, put 1 Spell Counter on this card (max. 3). You can remove 3 Spell Counters from this card to draw 1 card from your Deck.",Monster,
Armor Exe,0,Rare,"This card cannot attack in the same turn it is Normal Summoned, Flip Summoned, or Special Summoned. During each of you and your opponents Standby Phases, remove 1 Spell Counter on your side of the field. If you do not do so, this card is destroyed.",Monster,
Tribe-Infecting Virus,0,Super Rare,Discard 1 card from your hand and declare 1 Type of Monster to destroy all face-up Monsters of the declared Type on both sides of the field.,Monster,
Des Koala,0,Rare,FLIP: Inflict 400 points of Direct Damage to your opponents Life Points for each card in your opponents hand.,Monster,
Cliff the Trap Remover,0,Common,"When this card inflicts Battle Damage to your opponents Life Points, you can select and activated 1 of the following effects: 
? Destroy 1 Spell or Trap Card on the field
? Send 2 cards from the top of your opponents Deck to his/her Graveyard.",Monster,
Magical Merchant,0,Common,FLIP: Pick up (not Draw) cards from the top of your Deck until a Spell or Trap Card is picked up. Add that card your hand. Any other cards picked up are sent to the Graveyard.,Monster,
Koitsu,0,Common,"Once per turn during your Main Phase, if you control this Monster on the field, you can equip it to your ""Aitsu"" as an Equip Spell Card OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a Monster by this cards effect, increase the ATK of the equipped Monster by 3000 points. When it attacks with an ATK that is higher than the DEF of your a Defense Position Monster, inflict the difference as Battle Damage to your opponents Life Points. (1 Monster can only be equipped with 1 Union Monster at a time. If the equipped Monster is destroyed as a result of battle, destroy this card instead.)",Monster,
Cats Ear Tribe,0,Rare,"During the Damage Step of your opponents turn, the original ATK of his/her Monster(s) that attack this Monster becomes 200 points.",Monster,
Ultimate Obedient Fiend,0,Common,"This card can only attack when there are no other cards on your side of the field, and you also have no hand. Negate the effects of Effect Monsters destroyed by this card.",Monster,
Dark Cat with White Tail,0,Common,FLIP: Select 2 Monster Cards on your opponents side of the field and 1 Monster Card on your side of the field and return them to their owners hands.,Monster,
Amazoness Spellcaster,0,Common,"Until the end of this turn, switch the original ATK of 1 face-up Monster on your side of the field that includes ""Amazoness"" in its card name, or is called ""Amazon Archer"", with the original ATK of 1 face-up Monster on your opponents side of the field.",Spell,
Continuous Destruction Punch,0,Rare,"When the ATK of an attacking Monster on your opponents side of the field is lower than the DEF of the attacked Defense Position Monster on your side of the field, destroy the attacking Monster. Damage calculation is applied normally.",Spell,
Big Bang Shot,0,Rare,"Increase the ATK of a Monster equipped with this card by 400 points. When the equipped Monster attacks with an ATK that is higher than the DEF of your opponents Defense Position Monster, inflict the difference as Battle Damage to your opponents Life Points. When this card is removed from the field, remove the equipped Monster from play.",Spell,
Gather Your Mind,0,Common,"Add 1 ""Gather Your Mind"" card from your Deck to your hand. Your Deck is then shuffled. You can only use 1 ""Gather Your Mind"" per turn.",Spell,
Mass Driver,0,Common,Offer 1 Monster on your side of the field as a Tribute to inflict 400 points of Direct Damage to your opponents Life Points.,Spell,
Senri Eye,0,Common,"During each of your Standby Phases, you can see 1 card on the top of your opponents Deck and return it to its original position by paying 100 Life Points. Your opponent cannot see the card.",Spell,
Emblem of Dragon Destroyer,0,Common,"Add 1 ""Buster Blader"" from your Deck or your Graveyard to your hand.",Spell,
Jar Robber,0,Common,"You can activate this card when ""Pot of Greed"" is activated. Negate the effect of the ""Pot of Greed"". You draw 1 card from your Deck.",Spell,
My Body as a Shield,0,Short Print,"When your opponent activates a card that has the effect that destroys 1 or more Monsters on the field, pay 1500 Life Points to negate the activation of the card and destroy it.",Spell,
Pigeonholing Books of Spell,0,Common,Pick up the top 3 cards of your Deck and return those cards to the top of the Deck. Your opponent cannot look at the cards.,Spell,
Mega Ton Magical Cannon,0,Rare,Remove 10 Spell Counter on your side of the field. Destroy all cards on your opponents side of the field.,Spell,
Pitch-Black Power Stone,0,Common,"After activation, put 3 Spell Counters on this card. During each of your turns, you can move 1 of this cards Spell Counters to another face-up card on the field that you can put a Spell Counter on. When there are no Spell Counters on this card, this card is destroyed.",Trap,
Amazoness Archers,0,Super Rare,"This card can only be activated when your opponent attacks and you control a Monster on your side of the field that includes ""Amazoness"" in its card name, or is names ""Amazon Archer"". All Monster on your opponents side of the field become face-up Attack Position (Flip Effects are not activated) and as long as they remain face-up on the field, decrease their ATK by 500 points. Your opponent must attack with all of these Monsters this turn.",Trap,
Dramatic Rescue,0,Rare,"You can only activate this card when a Monster on your side of the field that includes ""Amazoness"" in its card name, or is named ""Amazon Archer"", is specifically designated as a target by a card. Return the target Monster Card to its owners hand and Special Summon another Monster from your hand in face-up Attack or Defense Position.",Trap,
Exhausting Spell,0,Common,Remove all Spell Counters on both sides of the field.,Trap,
Hidden Book of Spell,0,Common,You can only activate this card during your turn. Select 2 Spell Cards from your Graveyard and add them to your Deck. Your Deck is then shuffled.,Trap,
Miracle Restoring,0,Common,"Remove 2 Spell Counters on your side of the field. Special Summon 1 ""Dark Magician"" or ""Buster Blader"" from your Graveyard in face-up Attack or Defense Position.",Trap,
Remove Brainwashing,0,Common,"As long as this card remains face-up on the field, the control of all Monsters returns to the original owners.",Trap,
Disarmament,0,Common,Destroy all Equip Cards on the field.,Trap,
Anti-Spell,0,Common,Remove 2 Spell Counters on your side of the field. Negate the activation of a Spell Card and destroy it.,Trap,
The Spell Absorbing Life,0,Common,Flip all face-down Defense Position Monster Cards on the field face-up. Flip Effects are activated at this time. Increase your Life Points by 400 points for each Effect Monster Card on the field.,Trap,
